"price","retail_price","units_sold","rating","uses_ad_boosts","rating_count","rating_five_count","rating_four_count","rating_three_count","rating_two_count","rating_one_count","merchant_rating_count","merchant_rating"
8,7,1000,2.98,1,108,36,9,17,9,37,942,3.4755838641189
2.66,3,100,2.67,1,12,1,4,2,0,5,66644,4.13758177780445
2,9,100,3.47,0,32,11,6,5,7,3,4856,4.16762767710049
16,14,10000,4.34,0,3075,1974,581,275,91,154,17621,4.30117473469156
11,11,1000,3.75,0,213,97,35,38,16,27,17120,3.89889018691589
14,12,1000,3.74,0,582,252,117,95,46,72,32858,3.88553776857995
16,16,2,5,0,0,NA,NA,NA,NA,NA,693,4.3030303030303
8,8,1000,4.18,0,668,385,126,85,33,39,5226,4.00574052812859
9,8,5000,4.22,1,827,471,185,96,36,39,14275,4.09141856392294
14,12,100,4.23,0,65,41,8,10,2,4,3520,4.16988636363636
11,10,10000,3.76,1,1546,662,328,252,129,175,55499,4.13888538532226
15,109,1000,3.96,0,382,190,83,48,25,36,51369,3.96826880024918
4,4,50,1,1,1,0,0,0,0,1,254,3.51574803149606
5.75,5,10,5,1,0,NA,NA,NA,NA,NA,3,2.33333333333333
9,8,1000,3.29,1,99,40,12,10,11,26,88193,4.08089077364417
6,6,1000,3.21,0,362,117,60,52,48,85,5914,4.15539398038553
8,7,10000,4.09,0,1087,626,176,138,48,99,4019,3.96093555610848
5.73,5,1000,3.69,1,182,82,30,27,17,26,3396,4.27944640753828
8,7,20000,3.9,0,3700,1783,730,566,258,363,9492,4.13000421407501
11,10,1000,3.35,1,85,27,16,17,10,15,3668,3.89503816793893
8,7,50,3.67,1,6,2,1,2,1,0,519,3.79190751445087
7,17,10,5,0,2,2,0,0,0,0,46,3.60869565217391
4,6,50000,4,0,10927,5479,2331,1605,665,847,13665,4.09469447493597
13,11,100,3.22,0,9,5,0,0,0,4,111,3.8018018018018
12,85,1000,4.15,1,153,87,30,19,6,11,15551,4.2336827213684
9,10,10000,4.15,0,2587,1511,479,275,115,207,5808,4.30699035812672
5.78,50,5000,3.55,1,876,362,142,141,77,154,27175,3.96603495860166
5.86,11,1000,4.28,0,512,310,108,46,25,23,904,4.26438053097345
9,22,10000,3.82,0,1860,891,323,280,161,205,9177,3.87403290835785
3.87,4,1000,3.34,0,94,33,13,19,11,18,3117,4.12736605710619
9,38,1000,4.52,0,312,216,64,16,9,7,27740,4.38017303532805
5.74,5,100,3.38,1,58,24,6,11,2,15,66644,4.13758177780445
9,8,10000,4.06,1,1642,894,303,224,92,129,12309,4.04517020066618
8,55,7,5,0,1,1,0,0,0,0,6348,4.24858223062382
3.68,4,100,3.71,0,42,18,7,9,3,5,105015,3.78960148550207
4.86,8,1000,3.89,1,115,55,23,20,3,14,21842,3.78990019229008
11,10,100,3.96,1,25,17,0,2,2,4,794,4.27707808564232
12,11,50,3.29,1,7,1,3,1,1,1,28,3.46428571428571
15,25,1000,3.3,1,408,129,67,91,41,80,1335,3.94906367041198
3.91,4,1000,3.73,1,145,64,30,18,14,19,32168,3.88454364585924
11,14,100,3.16,0,38,11,7,7,3,10,38985,4.06422983198666
11,84,100,3.46,0,56,23,9,8,3,13,90105,4.20129848510072
8,30,10000,4.18,1,1352,777,274,155,55,91,25356,3.90254772046064
8,7,10000,3.82,0,2520,1220,433,365,203,299,8821,3.87200997619318
14,12,10000,4.36,1,2010,1271,400,200,69,70,22765,4.23817263342851
7,33,50,3,0,2,0,1,0,1,0,25222,4.00154626913012
6,11,100,4,0,35,21,5,2,2,5,3245,3.77411402157165
6,6,1000,4.18,0,352,211,59,40,17,25,17738,3.93590032698162
12,11,100,3,1,6,2,0,2,0,2,366,3.97540983606557
9,34,50,4,0,5,3,0,1,1,0,537,4.45810055865922
3.88,4,100,3.47,0,34,14,5,6,1,8,5654,3.95879023700035
8,7,20000,3.96,0,3761,1958,675,518,242,368,12476,3.99879769156781
12,48,1000,3.98,1,131,64,29,21,6,11,42919,4.10596705421841
5.65,33,1000,3.39,0,192,67,34,34,20,37,37956,4.03037727895458
11,11,1000,4.46,0,217,147,40,18,6,6,9002,4.01466340813153
12,11,1000,3.82,0,428,189,101,59,30,49,18831,3.97886463809676
5.74,5,10000,3.61,1,2366,981,434,368,220,363,59903,4.15366509189857
9,8,100,4.13,1,23,13,4,4,0,2,3769,4.23985141947466
8,58,5000,3.45,0,920,288,207,190,99,136,4632,4.19278929188256
8,17,1000,3.39,1,219,86,33,30,20,50,73271,3.95444309481241
5.79,5,5000,3.78,0,1022,470,194,155,74,129,3566,3.73247335950645
8,16,10000,3.27,0,1167,412,187,166,113,289,9177,3.87403290835785
2.79,13,100,4,1,2,1,0,1,0,0,1309,4.24522536287242
9,84,100,3.73,1,82,32,16,22,4,8,35679,3.90977886151518
13,15,100,3.49,0,55,21,11,6,8,9,3276,4.42857142857143
8,7,20000,3.68,0,2015,911,340,279,169,316,3771,3.88146380270485
5.65,7,1000,4.24,0,319,183,69,37,19,11,7627,4.04772518683624
4.86,5,1000,3.79,1,200,95,35,28,16,26,2707,4.18913926856299
6,8,1000,3.82,1,523,232,114,72,59,46,3218,4.17060285891858
6,9,1000,4.01,0,471,252,85,62,31,41,2505,4.09221556886228
8,9,1000,4.22,0,621,373,117,66,27,38,14974,4.19280085481501
11,50,5000,3.45,0,869,305,164,155,107,138,36361,3.96752014521053
9,17,10000,3.93,0,2253,1044,526,348,146,189,16091,4.34323534895283
8,84,1000,3.74,0,536,231,104,92,46,63,30225,4.26789081885856
12,11,20000,3.8,1,2066,932,422,317,151,244,55670,4.12148374348841
14,37,1000,3.85,0,422,189,102,55,31,45,139223,3.93358137664035
8,7,100,4.07,0,14,9,0,3,1,1,360,4.23055555555556
8,7,1000,3.09,0,337,101,46,61,40,89,2076,4.09730250481696
8,26,100,5,0,13,13,0,0,0,0,138,3.65942028985507
7,6,5000,3.44,0,921,350,149,152,92,178,3566,3.73247335950645
7,26,5000,3.59,0,677,288,101,119,62,107,5534,3.99981929887965
16,111,1000,4.05,1,580,321,109,68,23,59,20387,4.19345661450925
11,24,1000,3.78,0,463,216,81,69,41,56,50864,4.07964375589808
9,65,1000,4.09,0,520,281,113,56,30,40,38985,4.06422983198666
5,28,5000,3.29,1,1530,517,255,256,153,349,4435,3.69605411499436
16,14,1000,4.52,1,552,394,97,33,9,19,6033,4.25443394662689
7,6,1000,4.23,1,207,121,43,24,8,11,4425,4.33242937853107
9,50,5000,3.6,0,985,388,198,168,77,154,7889,3.99505640765623
1.76,2,100,4.63,0,35,27,5,2,0,1,10622,4.4559405008473
5,6,5000,4.07,0,824,441,165,112,43,63,32778,4.04835560436878
8,7,1000,4.23,0,650,373,141,76,34,26,28101,4.1148001850468
4.69,4,5000,3.95,1,574,274,136,77,38,49,55670,4.12148374348841
8,18,1000,4.15,1,158,88,34,18,7,11,42514,3.74088535541233
6,6,100,3.47,0,19,6,5,4,0,4,10600,3.86754716981132
6,33,10,2.33,0,3,1,0,0,0,2,32394,3.9246774093968
6,10,1000,3,0,87,22,10,23,10,22,232,3.67672413793103
4.65,4,50,5,0,0,NA,NA,NA,NA,NA,268,3.89179104477612
2.67,67,10,5,0,0,NA,NA,NA,NA,NA,13,3.69230769230769
11,10,100,3.5,1,10,4,2,0,3,1,12919,4.02446009753077
5,26,100,4,1,4,3,0,0,0,1,19867,4.15754769215282
11,11,1000,4.22,1,223,136,43,20,6,18,667,3.76611694152924
7,11,20000,3.98,0,6510,3140,1357,1154,445,414,43742,4.06396598235106
12,11,1000,3.61,0,171,73,30,26,13,29,4811,4.19455414674704
1.72,26,1000,4.33,1,18,10,5,2,1,0,1373,4.00728332119446
1.72,2,100,4.23,0,13,7,4,0,2,0,1250,4.0032
8,47,10000,4.21,1,1631,945,333,201,62,90,1659,4.32188065099457
5.8,9,1000,3.83,1,52,25,7,11,4,5,28295,3.80996642516346
7,6,50000,4.12,0,9207,5077,1860,1185,467,618,15538,4.15619770884284
3.66,26,100,3.2,1,10,4,2,0,0,4,269,3.33828996282528
3.83,4,5000,3.76,1,337,163,48,54,27,45,99283,4.28559773576544
13,84,10000,4.36,1,2592,1632,531,260,68,101,23719,4.30106665542392
6,17,5000,3.85,1,817,384,160,125,59,89,50864,4.07964375589808
15,59,100,3.87,0,202,94,50,21,12,25,7267,4.15783679647723
8,7,100,4,0,13,5,5,1,2,0,129,3.7906976744186
1.71,2,50,4.67,1,3,2,1,0,0,0,3762,3.79744816586922
12,43,10000,3.87,1,632,303,122,99,35,73,45524,3.97293735172656
20,17,50,4.17,0,12,7,2,2,0,1,26,3.92307692307692
9,8,1000,4.17,0,648,347,160,76,33,32,37956,4.03037727895458
2,56,1000,3.73,1,41,17,10,6,2,6,3119,3.90990702148124
5,5,100,3.4,1,25,11,3,2,3,6,98,3.91836734693878
9,14,10000,4.14,0,644,363,134,71,27,49,3972,3.84919436052367
11,10,100,3.56,1,71,29,10,15,6,11,2782,4.06901509705248
16,14,1000,4.27,1,127,75,31,9,4,8,514,4.21789883268483
7,6,5000,3.23,0,1212,393,201,198,133,287,1686,3.68742586002372
7,84,10000,3.93,0,2526,1269,485,355,153,264,10501,4.02923531092277
8,54,50000,3.69,0,14568,5946,2952,2624,1310,1736,78307,3.84025693743854
8,7,100,3.8,0,15,9,1,1,1,3,88,4.04545454545455
8,7,10000,3.66,0,864,366,168,129,76,125,4295,3.84959254947614
3,3,100,4.04,1,47,22,13,6,4,2,11401,4.09358828172967
8,20,1000,3.12,0,341,106,45,62,39,89,7858,3.95316874522779
6,21,5000,3.18,0,573,174,96,97,69,137,9827,4.11386995013738
9,21,100,3.51,0,47,17,10,6,8,6,9827,4.11386995013738
11,49,100,3.73,0,26,12,4,3,5,2,1160,4.14396551724138
13,11,1000,3.36,0,350,115,75,54,33,73,8821,3.87200997619318
11,11,5000,4.16,1,1401,777,298,185,54,87,13879,4.05447078319764
7,7,1000,4.02,0,636,330,128,90,34,54,35358,4.01815713558459
9,10,10,5,1,0,NA,NA,NA,NA,NA,291,3.69072164948454
8,7,100,4.19,0,54,33,10,4,2,5,8989,3.85193013683391
8,8,1000,4.06,0,121,61,28,16,10,6,3300,4.02424242424242
6,17,5000,4.26,1,550,322,122,62,13,31,5781,4.27486594014876
14,13,100,4.5,0,113,82,17,7,3,4,7627,4.04772518683624
13,93,100,4.09,0,127,68,27,15,9,8,26833,4.23538180598517
13,59,1000,4.14,0,870,520,133,106,40,71,16523,4.03873388609817
5,5,5000,3.88,1,883,446,162,109,59,107,11883,4.12067659681898
3.69,53,100,4.36,1,11,6,3,2,0,0,277,3.85559566787004
3.85,69,1000,3.23,1,185,51,33,42,26,33,703,3.9601706970128
11,10,100,3.91,0,22,13,1,4,1,3,7363,4.10634252342795
2,2,1000,4.19,0,81,50,14,6,4,7,126370,4.14695734747171
8,85,100,4.5,1,14,9,3,2,0,0,173,3.90173410404624
7,7,10,3.36,0,11,4,1,3,1,2,4485,3.81047937569677
11,24,1000,3.73,0,154,68,31,21,14,20,47639,4.21343856923949
11,10,5000,3.2,1,249,85,35,38,26,65,88193,4.08089077364417
2.7,3,10000,4.13,1,1165,667,217,137,59,85,16013,4.10884906013864
5.83,8,5000,3.99,0,639,337,118,89,33,62,91631,3.83793694273772
11,14,20000,3.76,1,8029,3689,1502,1160,592,1086,17760,4.13710585585586
12,11,100,3.97,0,37,23,4,1,4,5,1452,3.73553719008264
5.66,6,100,3.08,0,13,3,3,3,0,4,2782,4.06901509705248
16,14,100,4,0,11,5,3,2,0,1,3588,4.14827201783724
3.67,13,1000,4.09,0,197,97,48,33,10,9,11505,4.13672316384181
12,11,100,3.73,0,104,40,24,24,4,12,17002,4.02782025644042
2.71,6,100,3.4,1,20,6,5,4,1,4,3762,3.79744816586922
5.73,5,100,4.03,0,63,29,14,15,3,2,3852,4.00311526479751
8,7,10000,3.84,0,1958,889,427,291,144,207,61895,4.26800226189514
9,8,100,3.7,0,27,11,4,6,5,1,104,3.89423076923077
14,12,100,2.7,0,20,6,1,3,1,9,1643,3.92270237370663
3.66,4,100,3.04,0,23,7,3,4,2,7,7858,3.95316874522779
6,6,100,3.4,0,5,2,0,2,0,1,112,3.625
12,85,1000,3.58,0,137,63,18,17,14,25,15407,3.85539040695788
9,8,5000,3.68,0,856,358,169,147,64,118,5083,3.94747196537478
13,56,100,3.55,1,20,8,5,1,2,4,111,3.77477477477477
3,3,50,4.25,0,4,3,0,0,1,0,28,4.03571428571429
9,8,1000,3.67,1,108,43,20,24,8,13,12441,3.92468451089141
11,11,1000,3.62,0,131,53,26,21,11,20,8362,3.81714900741449
11,10,100,3.55,0,89,37,17,10,8,17,88,3.55681818181818
11,10,100,3.13,1,45,11,11,7,5,11,364,3.38186813186813
9,26,10000,3.78,1,2090,892,440,379,168,211,839882,4.10375981387862
7,49,1000,3.99,0,194,98,41,25,15,15,2946,4.31602172437203
3.73,17,100,4.37,1,27,17,7,1,0,2,343,4.52186588921283
8,10,50,5,0,2,2,0,0,0,0,127,3.8740157480315
3.81,25,100,3.32,1,25,11,3,2,1,8,613,3.94453507340946
6,142,10000,3.78,1,1941,912,349,288,131,261,31559,4.12341962673089
12,86,1000,4.09,0,702,386,143,81,35,57,104269,4.25328717068352
6,6,100,5,1,2,2,0,0,0,0,28,4.03571428571429
6,31,10000,4.09,0,2789,1442,635,401,137,174,11596,4.28044153156261
9,8,50000,3.83,0,13198,6060,2562,2214,1033,1329,37076,4.30208220951559
13,11,50,4.33,0,12,7,3,1,1,0,14358,4.09353670427636
11,10,10000,3.75,0,1717,745,349,274,145,204,190918,4.23588661100577
3.9,5,1000,3.11,0,57,19,4,13,6,15,2072,3.88272200772201
8,47,100,4.33,1,110,69,23,7,7,4,1032,4.57751937984496
6,6,50000,4.2,0,12880,7337,2647,1643,623,630,38264,4.22794271377796
6,6,5000,3.93,0,549,286,90,78,36,59,80093,4.00669222029391
8,10,50,5,1,0,NA,NA,NA,NA,NA,21485,4.14624156388178
4.68,25,1000,3.69,1,127,53,25,21,12,16,45372,4.0578109847483
8,43,1000,4,0,180,91,39,28,3,19,139223,3.93358137664035
8,7,20000,4.05,0,8904,4640,1964,1121,493,686,19221,4.16809739347589
8,51,1000,3.61,1,256,109,47,36,20,44,19760,4.14195344129555
7,26,100,2.9,0,10,4,0,0,3,3,32,3.1875
7,6,10000,4.11,0,2483,1325,521,360,134,143,34311,4.06621783101629
7,30,1000,3.28,1,179,64,25,30,18,42,13625,4.38209174311927
5.65,5,1000,3.87,1,108,50,20,21,8,9,550,4.05454545454545
9,65,1000,4.09,0,520,281,113,56,30,40,38985,4.06422983198666
8,9,10000,3.35,0,1316,456,237,210,141,272,1987,3.98792148968294
12,58,1000,4.18,0,239,150,36,20,13,20,5042,4.14656882189607
5,5,1000,3.1,1,31,15,0,1,3,12,2792,4.32521489971347
3.84,4,1000,3.18,0,55,19,7,10,3,16,791,4.31858407079646
8,7,10000,3.56,1,1473,545,306,261,152,209,11148,4.18074991029781
12,31,1000,3.87,0,344,178,56,41,24,45,639,4.00782472613459
5.79,9,100,3.96,1,53,27,9,7,8,2,104,3.72115384615385
7,66,10,5,1,0,NA,NA,NA,NA,NA,3694,4.04223064428803
3,5,1000,4.05,1,327,170,71,45,14,27,72885,4.07985182136242
13,22,1000,4.01,1,156,85,32,12,10,17,4508,4.33074534161491
8,16,10000,4.04,0,1589,770,391,248,77,103,3665,4.19427012278308
8,76,100,3.64,1,11,5,2,1,1,2,70,3.51428571428571
9,8,100,4.07,1,46,26,7,7,2,4,300,3.96666666666667
9,8,1000,4.27,1,754,431,171,100,30,22,18029,4.10061567474624
4.9,8,1000,3.83,1,99,43,18,23,8,7,17752,3.89967327625056
8,38,1000,4.14,0,196,113,35,25,8,15,6275,4.38310756972112
25,38,50,3.17,1,6,2,1,1,0,2,401,4.00997506234414
2,2,100,2.57,1,7,1,1,2,0,3,12919,4.02446009753077
9,8,1000,3.52,1,295,126,38,48,28,55,12441,3.92468451089141
11,42,100,4.24,0,55,33,11,5,3,3,6121,4.36578990361052
12,102,1000,4.22,1,206,119,44,24,8,11,2495,4.21162324649299
9,59,10000,3.77,0,1721,752,368,260,141,200,2888,4.19217451523546
7,17,10,5,0,2,2,0,0,0,0,46,3.60869565217391
8,25,100,4,1,55,30,9,7,4,5,2199,4.1068667576171
8,7,1000,4.22,0,124,75,25,8,8,8,3950,4.05746835443038
15,13,5000,3.51,0,1257,498,220,197,108,234,19184,4.4710175145955
14,27,5000,3.52,0,1442,573,250,227,139,253,7874,3.95999491998984
13,11,20000,2.97,1,2191,603,321,343,263,661,14482,4.00158817842839
4.83,51,50,2,1,1,0,0,0,1,0,57,3.82456140350877
6,7,100,4,1,2,1,0,1,0,0,102568,4.05104906013571
13,11,100,4.35,0,26,18,4,1,1,2,21,4.04761904761905
11,10,5000,4.34,0,728,456,148,72,20,32,8500,4.08117647058824
8,7,1000,3.6,0,141,64,22,19,7,29,3771,3.88146380270485
7,6,1000,4.16,0,129,72,26,17,7,7,941,4.20403825717322
9,8,100,3.18,1,72,17,19,12,8,16,288,3.72916666666667
2,2,5000,3.89,1,496,254,80,72,33,57,14095,4.08967719049308
8,7,10000,4.01,0,2543,1315,482,383,180,183,110548,4.14366609979376
8,7,1000,3.63,1,161,64,31,30,14,22,1653,3.97338173018754
8,7,5000,4.14,0,2737,1582,524,278,137,216,68339,4.29874595765229
18,27,5000,4.03,1,1058,539,240,132,61,86,12348,3.79494655004859
11,10,20000,3.7,1,2682,1194,480,401,223,384,12974,3.9657006320333
11,83,20000,3.87,0,5719,2720,1171,820,408,600,151914,4.12792106060008
4,4,10000,4.03,0,2150,1115,445,291,144,155,230951,4.31106598369351
8,7,10000,3.71,0,951,420,176,143,84,128,4213,4.05839069546641
8,7,5000,3.94,0,957,502,161,136,54,104,4373,4.17836725360165
6,23,1000,3.94,1,251,120,53,41,18,19,6457,3.97041969955088
5.87,5,20000,3.98,1,4137,2090,852,576,278,341,4646,4.11881188118812
2.65,3,100,4.58,0,33,26,4,0,2,1,900,3.98777777777778
7,6,20000,4,1,2464,1306,463,305,157,233,3271,4.06970345460104
7,22,100000,3.82,1,11913,5355,2430,1974,960,1194,320031,4.21886629732745
14,12,5000,3.83,0,912,428,174,143,60,107,38258,3.95543415756182
19,105,20000,4.4,1,3787,2541,673,309,73,191,295161,4.32994873984029
8,7,5000,3.7,1,917,421,142,147,75,132,8166,4.17585108988489
7,50,5000,4.02,0,1046,545,200,161,59,81,36361,3.96752014521053
8,9,10000,3.09,1,775,223,123,137,84,208,54504,3.80168428005284
8,7,1000,3.93,1,54,27,12,6,2,7,88193,4.08089077364417
1.7,9,1000,3.86,1,86,41,17,13,5,10,484,3.99173553719008
12,59,100,3.59,0,64,24,16,10,2,12,5244,4.01392067124333
6,33,5000,4.04,0,846,451,168,109,47,71,21485,4.14624156388178
11,10,50000,3.91,0,13488,6325,3006,1998,916,1243,17816,4.17944544229906
5,59,100,4.27,0,22,13,4,4,0,1,521,4.12667946257198
9,49,100,3.72,1,109,51,14,21,9,14,267,4.04119850187266
15,68,1000,3.87,1,546,257,112,87,30,60,6775,4.18405904059041
5,5,1000,3.1,1,31,15,0,1,3,12,2792,4.32521489971347
15,13,100,4.11,0,56,29,14,7,2,4,2166,4.03047091412742
11,54,1000,3.93,1,90,42,21,13,7,7,11401,4.09358828172967
14,84,100,3.79,0,103,47,20,16,7,13,29265,4.28839911156672
16,56,5000,4.01,0,781,433,132,80,59,77,12083,4.26673839278325
6,6,20000,3.97,1,2564,1281,538,365,147,233,12974,3.9657006320333
13,11,1000,3.47,0,487,187,78,82,59,81,3670,3.97874659400545
3.86,4,100,3.48,1,23,9,4,2,5,3,55670,4.12148374348841
3.74,55,10000,4.23,1,1416,852,267,147,68,82,37956,4.03037727895458
7,9,100,3.23,0,43,14,6,9,4,10,7363,4.10634252342795
12,11,1000,3.61,0,171,73,30,26,13,29,4811,4.19455414674704
8,26,100,3.07,0,14,3,2,5,1,3,43,3.18604651162791
12,11,100,4.09,0,11,7,1,1,1,1,1770,3.93389830508475
7,6,100,3.65,0,20,8,5,2,2,3,24,3.625
8,22,1000,3.74,0,638,266,135,119,41,77,9034,4.19116670356431
6,11,1000,4.11,0,76,44,11,11,5,5,54504,3.80168428005284
4,4,100,4.07,1,46,23,12,6,1,4,32168,3.88454364585924
9,8,5000,3.8,1,501,217,96,102,42,44,11505,4.13672316384181
3,3,100,4.29,1,58,36,13,3,2,4,1050,3.88380952380952
16,14,100,3.73,1,89,39,21,10,4,15,130598,3.94679091563424
5.84,11,1000,4.19,0,307,171,71,35,12,18,10377,4.17278596896984
11,17,100,3.4,1,10,4,1,2,1,2,33855,3.91735341899276
2,2,100,3.53,1,58,20,14,10,5,9,689,4.03047895500726
8,7,1000,3.13,1,111,41,10,13,16,31,6623,4.07247470934622
7,22,5000,3.79,1,797,349,158,149,58,83,4809,4.25015595757954
2,2,5000,3.7,1,355,155,69,53,25,53,12309,4.04517020066618
8,34,1000,4.14,1,429,231,102,47,21,28,905,3.93922651933702
11,10,1000,3.73,1,128,54,24,28,6,16,105015,3.78960148550207
5,11,100,3.72,0,54,24,11,7,4,8,4836,4.03949545078577
6,6,10000,4.29,0,2808,1789,459,300,110,150,33675,4.31414996288048
12,13,5000,3.91,1,192,104,25,28,12,23,571,4.01751313485114
6,6,100,4.27,1,15,8,5,1,0,1,2988,3.89692101740295
11,10,5000,3.64,0,829,343,157,139,68,122,10474,3.90853542104258
8,7,1000,4.43,1,398,274,70,26,8,20,816,4.18137254901961
2,2,100,2.44,1,9,1,2,0,3,3,26951,4.0353604689993
5.66,5,20000,4.14,0,2927,1646,564,389,145,183,8205,4.19585618525289
3.94,8,100,3.9,0,21,10,5,2,2,2,189,4.06878306878307
14,12,1000,3.61,1,548,225,102,89,46,86,40457,3.96032824974664
9,8,5000,3.9,0,613,311,109,83,43,67,4335,4.05720876585928
4,4,100,3.1,1,21,4,5,5,3,4,22615,4.07822241874862
11,10,100,4.75,0,4,3,1,0,0,0,10286,3.69657787283687
7,34,100,4.52,1,106,77,16,7,3,3,1269,4.150512214342
2,2,1000,4.19,0,81,50,14,6,4,7,126370,4.14695734747171
3.92,4,20000,3.76,1,4367,1975,793,682,397,520,55499,4.13888538532226
8,84,10000,3.31,0,1554,528,283,245,144,354,80713,4.18781361119027
16,14,1000,3.16,0,370,114,55,72,35,94,47356,4.05688825069685
8,7,1000,3.98,0,234,126,43,27,10,28,47356,4.05688825069685
3,3,100,3.67,0,12,4,3,3,1,1,38100,4.29146981627297
8,7,100,4.19,0,54,33,10,4,2,5,8989,3.85193013683391
11,10,100,3.24,0,96,31,15,15,16,19,2282,4.21034180543383
11,10,10000,4.02,0,2050,1089,392,268,126,175,21485,4.14624156388178
12,11,100,3,1,6,2,0,2,0,2,366,3.97540983606557
16,16,100,3.82,0,50,26,7,7,2,8,7676,4.03947368421053
14,51,100,3.75,0,36,18,5,4,4,5,16885,3.89789754219722
3,7,100,3.67,1,6,2,2,0,2,0,1284,3.97507788161994
3.86,4,100,3.48,1,23,9,4,2,5,3,55670,4.12148374348841
5.82,58,1000,3.93,1,623,295,147,81,44,56,1663,4.07155742633794
8,7,50,3.67,1,6,2,1,2,1,0,519,3.79190751445087
11,17,100,4.67,0,3,2,1,0,0,0,1279,3.70758405003909
11,10,5000,3.87,1,901,400,210,144,64,83,12441,3.92468451089141
1.86,2,1000,3.78,1,36,20,2,5,4,5,45524,3.97293735172656
3.88,4,100,3.47,0,34,14,5,6,1,8,5654,3.95879023700035
8,33,50,5,1,0,NA,NA,NA,NA,NA,9395,4.11005854177754
3.71,5,10,5,0,1,1,0,0,0,0,60,4.2
11,28,100,3.93,1,107,48,25,20,7,7,435,4.18620689655172
5,5,1000,4.13,1,103,59,18,14,4,8,32168,3.88454364585924
11,13,100,3.87,0,46,22,9,8,1,6,27964,3.94861250178801
11,152,1000,3.91,0,808,381,180,110,68,69,87178,3.90835990731607
13,43,1000,4.31,0,65,44,7,8,2,4,6256,4.10118286445013
8,11,10000,4.28,1,3345,2045,648,354,127,171,20169,4.25851554365611
13,11,10000,3.9,0,1184,572,222,192,99,99,9981,4.30838593327322
5.83,5,100,4.36,0,22,13,5,3,1,0,17471,3.95283612844142
8,7,100,3.44,0,63,23,14,8,4,14,5595,3.77265415549598
2.81,33,50,3.64,0,14,5,2,5,1,1,42919,4.10596705421841
2,26,10000,4.36,1,2942,1898,509,334,101,100,21012,4.18984389872454
5.84,5,100,4.04,0,24,12,7,2,0,3,9470,3.95681098204857
16,14,50,4,0,2,1,0,1,0,0,3063,4.43421482206987
7,26,100,2.9,0,10,4,0,0,3,3,32,3.1875
6,38,5000,3.82,1,1442,645,296,247,105,149,6476,4.15765904879555
9,8,1000,3.29,1,99,40,12,10,11,26,88193,4.08089077364417
2.66,9,100,5,0,1,1,0,0,0,0,54773,4.43777043433809
6,47,1000,4.28,0,134,84,19,22,2,7,25914,3.86231380720846
16,33,100,4.15,1,61,34,13,7,3,4,2435,3.99671457905544
8,14,1000,3.98,0,217,122,29,30,12,24,7676,4.03947368421053
5.8,43,20000,3.47,1,2407,917,426,392,226,446,21210,3.96237623762376
9,10,10,5,1,0,NA,NA,NA,NA,NA,291,3.69072164948454
7,6,100,4.09,0,57,27,17,7,3,3,3038,4.34265964450296
12,11,1000,3.64,1,50,19,9,13,3,6,3762,3.79744816586922
2.89,7,50,5,0,1,1,0,0,0,0,30,3.73333333333333
8,56,50,4.67,1,6,4,2,0,0,0,47,3.87234042553191
9,8,100,3.71,0,51,27,5,7,1,11,5939,4.07021384071393
5.67,6,1000,3.51,0,245,87,51,45,23,39,6246,4.02769772654499
6,13,1000,3.26,0,255,87,36,44,32,56,3161,4.18158810503005
11,85,100,3.58,0,19,8,3,4,0,4,26833,4.23538180598517
8,7,10000,4.14,0,2182,1209,449,277,115,132,10258,4.24371222460519
7,31,8,5,0,0,NA,NA,NA,NA,NA,53225,3.9491592296853
14,85,100,4.23,0,61,36,11,8,4,2,12913,3.9813366374971
14,12,1000,4.04,1,475,276,64,62,25,48,10264,4.00720966484801
8,7,10000,4.13,0,2396,1260,582,298,116,140,6329,4.16290093221678
2,2,100,4.15,1,34,17,8,7,1,1,620,4.22096774193548
8,30,1000,3.09,1,65,21,6,12,10,16,2867,4.07987443320544
2,25,100,3.9,1,58,31,11,3,5,8,167,3.61077844311377
2,2,100,2.92,1,12,2,2,4,1,3,366,3.97540983606557
9,8,1000,3.03,1,124,32,20,26,12,34,6715,4.05718540580789
3,3,100,4.29,1,58,36,13,3,2,4,1050,3.88380952380952
9,8,20000,4.14,1,5232,2943,1022,662,258,347,8776,4.15303099361896
11,84,100,3.61,1,18,6,5,4,0,3,435,3.8551724137931
4,4,1000,3.51,0,550,215,99,86,53,97,13884,4.22284644194757
11,22,1000,3.66,1,129,59,20,18,11,21,2078,3.76804619826757
4,4,100,4.13,0,24,13,6,2,1,2,4572,3.93722659667542
4.9,5,100,3.96,0,25,13,5,3,1,3,32858,3.88553776857995
9,8,1000,3.85,0,183,88,34,28,11,22,7076,3.96806105144149
12,43,100,3.65,1,26,12,5,1,4,4,425,4.11058823529412
7,30,1000,3.28,1,179,64,25,30,18,42,13625,4.38209174311927
7,8,1000,3.73,1,237,111,38,36,17,35,67171,4.10232094207322
1.85,11,100,3.9,0,97,49,16,14,9,9,91631,3.83793694273772
12,11,100,5,1,0,NA,NA,NA,NA,NA,6,4.5
12,110,20000,4.04,1,2748,1530,500,295,145,278,8191,4.19020876571847
5.88,9,20000,4.07,0,6450,3383,1430,836,335,466,12304,4.31900195058518
15,102,1000,4.23,0,483,279,105,51,27,21,26833,4.23538180598517
8,75,20000,4.39,0,5254,3360,1065,500,159,170,6719,4.44753683583867
9,8,10000,4.2,0,2749,1578,562,339,112,158,36361,3.96752014521053
